| site_name | title | company | record | area |
| 사람인 | [[경력] ERP 시스템 개발자 정규직 채용](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49987454) | ㈜지투시스넷 | 2 ~ 7년 · 정규직 | 서울 영등포구 |
| 잡코리아 | [방화벽 IPS DOS 네트워크 유지보수관리](https://www.jobkorea.co.kr/Recruit/GI_Read/46202217?Oem_Code=C1&sc=212) | ㈜지티이시큐 | 개발·데이터 | 서울 서대문구 |
| 잡코리아 | [loT펌웨어/통신 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46424373?Oem_Code=C1&sc=212) | ㈜커널로그 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [컨슈머 커머스 CTO 검색엔진 개발 경력](https://www.jobkorea.co.kr/Recruit/GI_Read/46212619?Oem_Code=C1&sc=212) | ㈜커넥트웨이브 | 개발·데이터 | 서울 금천구 |
| 잡코리아 | [IDS / IPS 개발자 경력](https://www.jobkorea.co.kr/Recruit/GI_Read/46500055?Oem_Code=C1&sc=212) | ㈜코닉글로리(KORNIC GLORY CO.,Ltd.) | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [정보보호 인증 담당 모집](https://www.jobkorea.co.kr/Recruit/GI_Read/46461317?Oem_Code=C1&sc=212) | ㈜코닉글로리(KORNIC GLORY CO.,Ltd.) | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [(Web) 프론트엔드 개발자 (4년차 이상)](https://www.jobkorea.co.kr/Recruit/GI_Read/46467021?Oem_Code=C1&sc=212) | ㈜코어시큐리티 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [핏타민 풀스택 개발자(서울)](https://www.jobkorea.co.kr/Recruit/GI_Read/46245957?Oem_Code=C1&sc=212) | ㈜킥더허들 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [백엔드 개발자(PHP) 팀원](https://www.jobkorea.co.kr/Recruit/GI_Read/46231322?Oem_Code=C1&sc=212) | ㈜테크랩스 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [iOS 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46322298?Oem_Code=C1&sc=212) | ㈜티피씨인터넷 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [C++ 개발자(3년 이상)](https://www.jobkorea.co.kr/Recruit/GI_Read/46500719?Oem_Code=C1&sc=212) | ㈜파더스랩 | 개발·데이터 | 서울 강남구 외 5 |
| 잡코리아 | [안드로이드 앱개발(3년 이상)](https://www.jobkorea.co.kr/Recruit/GI_Read/46500489?Oem_Code=C1&sc=212) | ㈜파더스랩 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [[자동차사업본부] PHP 개발자 (3-5년)](https://www.jobkorea.co.kr/Recruit/GI_Read/46340602?Oem_Code=C1&sc=212) | ㈜패스트뷰 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [React Native 앱개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46340591?Oem_Code=C1&sc=212) | ㈜패스트뷰 | 개발·데이터 | 서울 마포구 |
| 잡코리아 | [E커머스 솔루션 프론트엔드 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46247519?Oem_Code=C1&sc=212) | ㈜펫박스 | 개발·데이터 | 서울 마포구 외 5 |
| 잡코리아 | [프론트엔드 시니어 개발자 (5년 이상)](https://www.jobkorea.co.kr/Recruit/GI_Read/46440498?Oem_Code=C1&sc=212) | ㈜포지큐브 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [Backend Development 시니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46440450?Oem_Code=C1&sc=212) | ㈜포지큐브 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [풀스텍 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46475638?Oem_Code=C1&sc=212) | ㈜폴싯 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [[그루비 SaaS 솔루션] AI 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46331803?Oem_Code=C1&sc=212) | ㈜플래티어 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [[IDT 사업부문] 형상관리 솔루션 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46331719?Oem_Code=C1&sc=212) | ㈜플래티어 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [[IDT사업부문] GitLab 솔루션 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46331586?Oem_Code=C1&sc=212) | ㈜플래티어 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [UI/UX 테스트 자동화 솔루션 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46331434?Oem_Code=C1&sc=212) | ㈜플래티어 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [Javascript 웹개발자 (풀스택)](https://www.jobkorea.co.kr/Recruit/GI_Read/46476598?Oem_Code=C1&sc=212) | ㈜플랙스뉴럴랩스 | 개발·데이터 | 서울 관악구 |
| 잡코리아 | [프론트엔드(Web&App) 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46254072?Oem_Code=C1&sc=212) | ㈜플랫포스 | 개발·데이터 | 서울 종로구 |
| 잡코리아 | [웹(web) 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46262034?Oem_Code=C1&sc=212) | ㈜하이 | 개발·데이터 | 서울 종로구 |
| 잡코리아 | [AI 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46286990?Oem_Code=C1&sc=212) | ㈜휴머스온 | 개발·데이터 | 서울 강남구 외 1 |
| 잡코리아 | [Data Scientist](https://www.jobkorea.co.kr/Recruit/GI_Read/46520918?Oem_Code=C1&sc=212) | ㈜휴머스온 | 개발·데이터 | 서울 강남구 외 1 |
| 잡코리아 | [AI 솔루션 아키텍트](https://www.jobkorea.co.kr/Recruit/GI_Read/46520914?Oem_Code=C1&sc=212) | ㈜휴머스온 | 개발·데이터 | 서울 강남구 외 1 |
| 사람인 | [EMS 에너지관리시스템 개발 및 유지보수(JAVA/Spring) 정규직](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49800648) |  | 3 ~ 20년 · 정규직 | 서울 마포구 |
| 사람인 | [Python 개발자 채용 (1~3년차)](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49713828) |  | 1 ~ 3년 · 정규직 | 서울전체 외 |
| 사람인 | [[경력] SW개발자 FE/BE 정규직 채용](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49487042) |  | 경력 4년↓ · 정규직 | 서울 강남구 |
| 사람인 | [B2B S/W 경력직 서비스 운영개발 (5~7년)](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49695507) |  | 3 ~ 7년 · 정규직 | 서울 성동구 |
| 사람인 | [미래인재컴퍼니 웹개발자 모집 (미래인재경찰학원)](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49668237) |  | 5 ~ 15년 · 정규직 | 서울 동작구 |
| 사람인 | [[신입/경력] 웹 보안솔루션 기술지원 담당 채용](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49740946) |  | 2 ~ 5년 · 정규직 | 서울 동작구 |
| 사람인 | [[유지보수] [서울] java 중급 운영인원 모집](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50043392) |  | 경력 5년↑ · 정규직 | 서울전체 외 |
| 사람인 | [[어드민랩] IT 인프라/보안 경력 사원 모집](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49865839) |  | 1 ~ 7년 · 정규직 | 서울 금천구 |
| 사람인 | [2023년 상반기 IT개발·데이터 경력직 채용합니다](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49716957) |  | 2 ~ 8년 · 정규직 외 | 서울전체 외 |
